Business,HIC #,Expiration,Phone,Address,City,State,Zip,,Worker
JCM GENERAL CONTRACTOR LLC,PA148810,10/30/2026,610-818-8948,3974 yerkes road,Collegeville,PA,19426,,Rehan
Jim Ridge Contracting,PA123502,08/12/2026,484-614-2964,1002 Clahor Avenue,Collegeville,PA,19426,,Rehan
JKM Lawn Care LLC,PA197755,12/26/2026,484-686-6825,1752 W. Ridge Pike,collegeville,PA,19426,,Rehan
JMS Home Remodeling LLC,PA158756,10/30/2026,445-999-2605,104 JOAN DR,Collegeville,PA,19426,,Rehan
JnJ Environmental Inc,PA017502,07/04/2025,610-277-0719,2949 Felton Rd,East Norriton,PA,19426,,Rehan
JnJ Environmental Inc,PA017502,07/04/2025,610-277-0719,3242 stump hall rd,Collegeville,PA,19426,,Rehan
Joe Moser Painting LLC,PA165998,2/15/2026,610-316-4005,4344 Perkiomen Creek Rd,Collegeville,PA,19426,,Rehan
John Gambino Electric,PA094889,06/01/2025,484-994-1030,3832 Miller Rd,Collegeville,PA,19426,,Rehan
John Kaufmann,PA189922,2/25/2026,610-209-5983,3946 Palmer Court,Collegeville,PA,19426,,Rehan
Jones General Contracting LLC,PA131984,05/08/2025,610-721-4115,606 Exmoor Lane,Collegeville,PA,19426,,Rehan
Joseph A Korkus JAK Carpentry & Remodeling,PA022162,02/03/2026,484-614-9257,716 Evansburg Rd,Collegeville,PA,19426,,Rehan
Joseph A. Fabrizio,PA052809,02/07/2026,610-831-5974,3968 Ridge Pike,Collegeville,PA,19426,,Rehan
"Joseph M. Marshall, Sr",PA046099,11/13/2026,610-489-2812,845 Cassel Road,Collegeville,PA,19426,,Rehan
JP PLUMBING & G C LLC,PA188637,01/09/2026,484-576-3290,1516 COLLEGE AVENUE,Collegeville,PA,19426,,Rehan
JTN Holdings LLC dba Certapro Painters King of Prussia,PA121278,01/05/2026,610-222-4161,"3818 Germantown Pike, Suite B",Collegeville,PA,19426,,Rehan
Juggernaut Property Management,PA169690,12/07/2025,267-625-5125,3851 Sharon Court,Collegeville,PA,19426,,Rehan
Juggernaut Property Management,PA169690,12/07/2025,610-409-1909,3851 Sharon Court,Collegeville,PA,19426,,Rehan
Just Chimneys Chimney Service LLC,PA085796,01/03/2026,484-902-8381,36 west Third Ave,Trappe,PA,19426,,Rehan
JVC Carpentry LLC,PA141507,7/17/2026,610-608-3229,1243 Evansburg Road,Collegeville,PA,19426,,Rehan
JW Chimneys LLC,PA188473,01/04/2026,267-843-0003,17 Fox Road,Collegeville,PA,19426,,Rehan
KB Surface Solutions,PA127650,10/12/2026,484-294-6108,4332 Perkiomen Creek Road,Collegeville,PA,19426,,Rehan
"KCL Construction, Inc.",PA045485,08/10/2025,610-688-5950,122 Larchwood Court,Collegeville,PA,19426,,Rehan
KELLY Contracting,PA108378,05/05/2026,484-904-3020,838 Evansburg Road,Collegeville,PA,19426,,Rehan
"Ken Burgese, Mason/Contractor",PA047303,02/12/2026,610-831-8799,1715 Reserve Drive,Collegeville,PA,19426,,Rehan
Kevin T. Frawley Electric,PA044375,02/11/2027,610-584-6460,1610 Green Hill Road,Collegeville,PA,19426,,Rehan
KOZAK & K INC,PA178208,1/21/2027,610-803-3873,3851 Yerkes Rd,Collegeville,PA,19426,,Rehan
Kulp Plumbing and Water Conditioning LLC,PA005074,3/18/2026,610-489-0407,627 Clayhor Ave,Collegeville,PA,19426,,Rehan
KWS Pool Service LLC,PA165166,04/05/2026,484-358-9655,74 E 5th Ave,Collegeville,PA,19426,,Rehan
LaBrusciano Roofing and Exteriors LLC,PA085667,10/11/2025,610-265-7663,102 W. 7th Ave,Collegeville,PA,19426,,Rehan
Lawler Heating & Air Conditioning,PA009332,07/01/2025,610-584-8741,1525 Green Hill Road,Collegeville,PA,19426,,Rehan
Lenhart Contractors LLC,PA068691,07/12/2026,484-744-9692,1085 N Grange Ave,Collegeville,PA,19426,,Rehan
Lockerby Home Services,PA117256,6/16/2025,610-564-1262,108 Knoll Drive,Collegeville,PA,19426,,Rehan
M. A. PUPILLO INC,PA154765,3/19/2026,610-564-2950,601 Grater Ave,Collegeville,PA,19426,,Rehan
M.E.K. Design & Construction Inc,PA139452,3/22/2026,610-662-1631,95 W 5th Ave,Collegeville,PA,19426,,Rehan
M.L.H. Electric Inc.,PA030583,2/18/2027,610-831-0906,653 apache cove,PA - Auburn,PA,19426,,Rehan
MacHomes LLC,PA050074,04/02/2026,215-778-3216,4127 Justin Court,Collegeville,PA,19426,,Rehan
Mainline Tennis Company,PA100479,12/20/2025,610-247-7444,84 Smith Rd,Collegeville,PA,19426,,Rehan
"Marino Holdings, LLC",PA125325,01/12/2027,610-489-9250,1088 Anders Rd.,Collegeville,PA,19426,,Rehan
Mark Damiani Painting Inc.,PA013620,07/01/2025,484-571-9233,22 Graymont Circle,Collegeville,PA,19426,,Rehan
Mark Vitelli General Contracting LLC,PA014910,06/04/2026,610-409-0880,295 East Third Avenue,Collegeville,PA,19426,,Rehan
Matt Burns Construction,PA049826,2/15/2026,610-306-1901,62 Gravel pike,Collegeville,PA,19426,,Rehan
MD SIDING LLC,PA149145,6/24/2025,484-478-1176,1440 CREDLEY LN,Collegeville,PA,19426,,Rehan
"Merman Construction, Inc.",PA066259,04/08/2026,610-489-4132,10 Medway Circle,Collegeville,PA,19426,,Rehan
Merritt Contracting,PA133498,10/31/2025,610-227-5282,125 Black Rock Road,Collegeville,PA,19426,,Rehan
MG Landscapes,PA193024,06/06/2026,267-294-4648,11 Firethorn Dr.,Collegeville,PA,19426,,Rehan
"MHF Home Remodelng, LLC",PA101637,04/03/2026,610-960-1996,3876 Johnny Circle,Collegeville,PA,19426,,Rehan
"Michael James Contracting & Builders, LLC",PA085282,10/23/2026,610-637-2724,3839 Landis Mill Rd,Collegeville,PA,19426,,Rehan
Michael Wells Landscape Services,PA185940,09/09/2025,215-480-4048,451 evansburg rd,Collegeville,PA,19426,,Rehan
"Michael's Home Heating & A/C, LLC",PA041562,07/10/2025,610-933-8500,55 W. 4th Ave Loft 101,Collegeville,PA,19426,,Rehan
Mike Engro General Contracting,PA044843,10/22/2026,610-960-4138,1601 Collegeville Rd,Collegeville,PA,19426,,Rehan
Mike Giunta,PA187081,10/25/2025,610-842-4604,619 Borough Line Road,Collegeville,PA,19426,,Rehan
Mike's Masonry,PA047969,9/14/2025,610-454-9475,107 Holly Drive,Trappe,PA,19426,,Rehan
Minger Family Landscaping LLC,PA180417,2/22/2027,610-340-8219,130 W Main St,Collegeville,PA,19426,,Rehan
Mitchell Heating & Air Conditioning LLC,PA010258,10/04/2025,610-489-0444,314 W MAIN STREET,Collegeville,PA,19426,,Rehan
MOE'S CONTRACTOR LLC,PA043907,1/26/2026,610-717-7496,12 fox rd,Collegeville,PA,19426,,Rehan
Mullarkey Handyman Services,PA111421,11/29/2026,484-343-4533,1044 Cottonwood dr,Collegeville,PA,19426,,Rehan
My Custom Closet,PA062274,1/15/2027,610-564-9899,373 Stratford Ave,Collegeville,PA,19426,,Rehan
Native Designs Landscaping Inc,PA002179,7/31/2025,610-584-2989,3477 Stump Hall Rd,Collegeville,PA,19426,,Rehan
"New  Age Air, Inc",PA022604,07/01/2025,610-454-0749,139 College Avenue,Collegeville,PA,19426,,Rehan
Nick Balestrieri,PA142865,12/04/2025,610-639-7606,289 Arcola Road,Collegeville,PA,19426,,Rehan
NICK SCAVELLO CONTRACTING,PA077843,11/02/2025,484-368-6507,2024 SWEETGUM LN,Collegeville,PA,19426,,Rehan
Nick's Heating and Air Conditioning LLC,PA126244,8/22/2026,610-529-2979,4195 N. GORSKI LANE,Collegeville,PA,19426,,Rehan
"Old Family Construction, Inc.",PA042058,08/10/2025,610-409-2635,127 2nd Ave,Collegeville,PA,19426,,Rehan
Options In Granite,PA066310,3/15/2026,610-420-3200,737 Evansburg Rd,Collegeville,PA,19426,,Rehan
Owens Electric,PA039844,11/12/2026,267-446-8834,bayberry lane,Collegeville,PA,19426,,Rehan
Paul J. Greco Contracting,PA045793,7/23/2025,610-945-8379,649 Old State Road,Collegeville,PA,19426,,Rehan
"PCG Builders, LLC",PA144498,9/24/2025,484-886-2266,153 Persimmon Dr,Collegeville,PA,19426,,Rehan
"Pegasus Plumbing, Heating and Air Conditioning, LLC",PA190425,03/12/2026,484-303-3346,423 Melchior Place,Trappe,PA,19426,,Rehan
Peter Schaible Construction,PA089778,04/03/2026,215-421-9936,1063 collegeville rd,Collegeville,PA,19426,,Rehan
PG Services LLC,PA172671,04/06/2026,610-999-9715,1031 S Lewis Road,Collegeville,PA,19426,,Rehan
Phillips Shaw Industries LLC,PA188137,12/14/2025,610-608-3794,352 Level Rd,Collegeville,PA,19426,,Rehan
Phoenix Electric Inc.,PA054998,10/31/2026,267-718-5707,826 Red Coat Rd,Collegeville,PA,19426,,Rehan
Pinnacle Construction Management,PA123689,2/25/2027,610-570-8504,1 West Main Street 2nd Floor,Trappe,PA,19426,,Rehan
Pinnacle Trimwork,PA144989,2/15/2027,610-570-8504,1 west main street 2nd floor,Collegeville,PA,19426,,Rehan
Premier Audio Visual LLC,PA117270,10/15/2026,215-431-5201,912 Hamilton Road,Collegeville,PA,19426,,Rehan
R & O REMODELING LLC,PA182610,05/03/2025,267-370-2637,167 W MAIN ST  APT 5,TRAPPE,PA,19426,,Rehan
R Fanaro Contracting and Remodeling,PA162581,04/11/2025,610-564-3078,104 Honeylocust Court,Collegeville,PA,19426,,Rehan
RAM Contracting,PA154527,4/25/2026,610-246-4006,702 Rosewood Circle,Collegeville,PA,19426,,Rehan
Randy Heaps dba Heaps Landscaping,PA185300,8/15/2025,610-656-5960,94 Yerkes Rd.,Collegeville,PA,19426,,Rehan
Rapid General Contracting LLC,PA184613,7/19/2025,610-256-1060,400 Arcola Rd suite A5,Collegeville,PA,19426,,Rehan
Raymond Landscaping,PA078043,09/11/2026,267-574-5508,102 W 7th Ave,Trappe,PA,19426,,Rehan
Raymond Landscaping,PA078043,09/11/2026,267-574-5508,102 West 7th Avenue,Trappe,PA,19426,,Rehan
Red Dog Restoration LLC,PA197982,01/08/2027,484-766-4357,66 Longacre Drive,Collegeville,PA,19426,,Rehan
Rene Munoz Plastering LLC,PA095835,3/30/2025,610-656-2461,532 Heiser road,Collegeville,PA,19426,,Rehan
Rich Womelsdorf Electric,PA129477,1/26/2027,610-368-1141,3804 Lywiski Road,Collegeville,PA,19426,,Rehan
Richard D. Grant,PA114998,01/10/2026,610-212-1824,730 Martingale Road,Schwenksville,PA,19426,,Rehan
Richard Noll Pianting and Handyman services,PA118927,05/01/2026,484-366-3988,3845 germantown pike  apt 1,collegeville,PA,19426,,Rehan
Rick fanaro,PA181946,04/12/2025,610-310-3656,807 dewees place,Trappe,PA,19426,,Rehan
RLM INITIATIVE,PA152445,11/28/2025,267-331-0836,3833 Germantown Pike,Collegeville,PA,19426,,Rehan
Robert C. O'Connor,PA042551,08/02/2025,610-246-0998,764 Village Avenue,Collegeville,PA,19426,,Rehan
"Robert Jones Electric, LLC",PA119067,10/24/2025,267-372-2563,142 Evansburgh Rd,Collegeville,PA,19426,,Rehan
Roberto Home Improvement,PA022656,1/16/2026,610-804-3218,285 lloyd ave,collegeville,PA,19426,,Rehan
Roberto Vargas Ortiz,PA133118,6/26/2025,610-487-5980,Rahns rd,Collegeville,PA,19426,,Rehan
Rodas Landscaping,PA198855,02/11/2027,610-246-6592,1633 W Main st,Collegeville,PA,19426,,Rehan
Rothko Construction LLC,PA146569,07/10/2025,484-553-8345,308 E 9th Ave,Collegeville,PA,19426,,Rehan
Rutter Roofing LLC,PA059697,12/08/2025,610-584-2084,324 W. Main Street,Trappe,PA,19426,,Rehan
Ryan Back Home Improvements,PA174977,07/05/2026,484-791-8124,15 Cherry Ave,Trappe,PA,19426,,Rehan
Sands Electric,PA147974,12/06/2025,215-519-1740,1051 S Lewis Rd,Collegeville,PA,19426,,Rehan
Savitz Contracting Services LLC,PA147629,12/02/2025,484-854-1120,130 Main street,Collegeville,PA,19426,,Rehan
Scavello Restoration,PA067780,1/29/2027,610-489-0859,44 longace dr,collegeville,PA,19426,,Rehan
Schwering Painting & Restoration LLC,PA102443,4/21/2025,610-222-0112,3880 Landis Mill Road,Collegeville,PA,19426,,Rehan
SDJ Construction Co. Inc,PA009418,3/27/2026,610-721-6058,46 South Grange Ave,Collegeville,PA,19426,,Rehan
Sharon homa,PA195447,9/13/2026,484-255-1249,280 oak street,collegeville,PA,19426,,Rehan
Simon Electric,PA091145,4/24/2026,484-576-9549,3528 Baker st.,Collegeville,PA,19426,,Rehan
"SKY CONTRACTORS, INC",PA185770,09/01/2025,484-841-3847,36 ELIO CIRCLE,COLLEGEVILLE,PA,19426,,Rehan
Sky High Services LLC,PA198132,1/14/2027,215-272-8847,89 Pechins Mill Rd,Collegeville,PA,19426,,Rehan
"Sky Solar Solutions, LLC",PA056998,10/22/2025,610-564-2108,805 Red Coat Road,Collegeville,PA,19426,,Rehan
"Sovereign Construction Services, LLC",PA012696,8/19/2025,610-639-2986,455 Chestnut Street,Collegeville,PA,19426,,Rehan
"Star Painting and Wallcovering of Skippack, Inc.",PA013243,9/25/2025,610-409-7980,1042 Bridge Road,Collegeville,PA,19426,,Rehan
Steve Schmidt Construction,PA171645,03/02/2026,215-498-1694,850 Appaloosa Ct,Collegeville,PA,19426,,Rehan
Steve Stanley Construction,PA138448,3/16/2026,610-322-5972,3762 Germantown Pike,collegeville,PA,19426,,Rehan
Steven Kurcik,PA038562,4/18/2025,484-390-2147,312 E. Seventh Ave.,Trappe,PA,19426,,Rehan
Stone Masonry LLC,PA038414,1/14/2027,610-489-9042,52 Hillcrest Court,Collegeville,PA,19426,,Rehan
"Sullivan Asko Roofing, Inc.",PA141025,7/21/2026,610-292-8244,703 Rosewood Circle,Collegeville,PA,19426,,Rehan
Sycamore Carpentry Services LLC,PA123432,7/22/2026,610-842-4868,96 West 3rd ave.,Collegeville,PA,19426,,Rehan
T.A.M. Landscaping Inc.,PA028866,10/12/2025,610-960-9051,861 S. Trappe Rd.,Collegeville,PA,19426,,Rehan
That Electrician LLC,PA154255,2/17/2026,215-515-6022,744 Barrington Rd,Collegeville,PA,19426,,Rehan
The Gutter Expert Inc,PA032882,09/01/2025,610-409-8663,3123 Stump Hall Road,Collegeville,PA,19426,,Rehan
Those Guys Services LLC,PA183945,6/22/2025,267-987-0545,31 S Grange Avenue,Collegeville,PA,19426,,Rehan
"Tile Crafters, Inc.",PA049174,12/16/2025,215-778-5973,1007 bayberry lane,collegeville,PA,19426,,Rehan
"Tint-Pro, Inc.",PA060660,4/30/2025,610-409-8000,400 W. Main St.,Collegeville,PA,19426,,Rehan
"Toll Brothers Smart Home Technologies, Inc.",PA133602,7/19/2025,800-932-2403,1140 Virgina Drive,Fort Washington,PA,19426,,Rehan
Tomorrow's Homestead LLC,PA190134,03/02/2026,856-981-3150,1100 Cornwallis Way,Collegeville,PA,19426,,Rehan
Top Floor Property Management,PA198779,02/09/2027,610-247-0637,1650 Shefley Ln,Collegeville,PA,19426,,Rehan
Toscano Landscaping,PA199630,03/10/2027,484-632-5634,660 Locust Street,Collegeville,PA,19426,,Rehan
"Tosco Real Estate Services, LLC",PA132186,10/03/2025,610-409-0110,"478 E. Main Street, Suite 1",Collegeville,PA,19426,,Rehan
Total Lawn Care,PA123179,3/27/2026,610-955-2094,644 Buyers Rd.,Collegeville,PA,19426,,Rehan
"Trappe Home Repair, LLC",PA196905,11/12/2026,267-329-9226,29 Holly Dr,Trappe,PA,19426,,Rehan
TreeVival LLC,PA194137,7/22/2026,484-854-9485,125 Greenwood Ave,Collegeville,PA,19426,,Rehan
Tripp's Landscaping/Excavating,PA069005,5/25/2025,610-724-5467,1312 Kriebel Mill Rd,Collegeville,PA,19426,,Rehan
Tucker's Building & Construction,PA044741,9/27/2025,610-409-9766,43 Greenwood Ave,Collegeville,PA,19426,,Rehan
Uncle Sam llc,PA186296,9/22/2025,610-425-2552,418 bridge st,Collegeville,PA,19426,,Rehan
United 1 HVAC LLC,PA147627,4/22/2025,267-736-8668,120 Patriot Dr,Collegeville,PA,19426,,Rehan
V&B Contractors LLC,PA187035,10/23/2025,610-906-9819,4391 Meadowridge Ln,Collegeville,PA,19426,,Rehan
"V. Villante Hauling, LLC",PA138480,9/18/2025,610-279-8335,3476 Germantown Pike,Collegeville,PA,19426,,Rehan
Valley Forge Heating and Cooling,PA015387,10/31/2025,610-630-6360,1029 Arcola Glenn Drive,Collegeville,PA,19426,,Rehan
Valley Green Property Management,PA104758,3/23/2026,610-960-7522,11 Crosskeys Road,Collegeville,PA,19426,,Rehan
Vectorize Drywall & Steel Frame Inc,PA189049,1/25/2026,610-415-8670,1344 longford rd,Collegeville,PA,19426,,Rehan
"Venezia Heating and Air Conditioning, Inc.",PA058744,02/10/2026,610-454-9700,610-831-9020,Collegeville,PA,19426,,Rehan
Vincent Ruzzi Plumbing & Heating,PA026475,03/10/2027,610-584-8277,3325 Stump Hall Rd.,Collegeville,PA,19426,,Rehan
W XAVIER CONSTRUCTION,PA136533,12/14/2025,484-252-9519,6 Willow Ln,Collegeville,PA,19426,,Rehan
Walnut Ridge Custom Builders LLC,PA151831,11/07/2025,215-767-9034,114 Clayhor Avenue,Collegeville,PA,19426,,Rehan
"WARREN HEIDEL, LLC",PA026562,07/11/2025,610-489-4440,31 WARTMAN ROAD,Collegeville,PA,19426,,Rehan
"Weikel Contracting, LLC",PA119042,9/25/2025,484-919-4898,541 heiser rd,Collegeville,PA,19426,,Rehan
William J. Basile Jr. Construction,PA001132,07/01/2025,610-476-9176,254 west 5th Ave,Trappe,PA,19426,,Rehan
Wintre Home Renovations,PA184751,7/24/2025,610-568-5180,733 Black Rock Rd,Collegeville,PA,19426,,Rehan
WJA Landscaping Inc,PA024469,7/24/2025,610-409-0685,138 pennapacker rd,Collegeville,PA,19426,,Rehan
"Yocum Roofing & Siding, Inc.",PA003726,07/10/2025,610-584-9166,3815 Hallman Avenue,Collegeville,PA,19426,,Rehan
,,,,,,,19436,,
Arleth Construction,PA040753,9/25/2026,215-920-8593,912 Plymouth Rd,Gwynedd Valley,PA,19437,,Waqas
"Coulter Systems, LLC",PA061465,1/19/2026,215-699-7997,601 Dekalb Pike,Gwynedd Valley,PA,19437,,Waqas
"GWYNEDD VALLEY CUSTOM BUILDERS, LLC",PA019619,03/06/2026,215-237-6801,P.O BOX 288,Gwynedd Valley,PA,19437,,Waqas
"J. Maiale & Associates, Inc.",PA068889,7/16/2026,215-237-4444,P.O. Box 463,Gwynedd Valley,PA,19437,,Waqas
K&Y Flooring Conshohocken INC.,PA117494,12/12/2026,484-362-3442,1601 Grasshopper Lane P.O. Box 571,Gwynedd Valley,PA,19437,,Waqas
A Scapes,PA197578,12/13/2026,267-933-7716,1100 Old Sumneytown Pike,Harleysville,PA,19438,,Waqas
"A1 Contracting, Inc.",PA152580,07/08/2026,610-275-2904,500 Main St,Harleysville,PA,19438,,Waqas
Aaron Gawronski,PA092902,09/11/2026,215-869-4756,517 Summerhill Lane,Harleysville,PA,19438,,Waqas
Absolute Plumbing & Heating Inc.,PA054825,9/25/2025,215-331-9800,620 Whittaker Way,Harleysville,PA,19438,,Waqas
ACB Contracting LLC,PA170069,01/02/2026,267-718-1238,262 Grace Ln,Harleysville,PA,19438,,Waqas
"AJACS PAINTING, LLC.",PA057560,11/26/2025,610-584-7218,3562 Hedrick Rd,Harleysville,PA,19438,,Mubashir
All Around Remodelers Inc,PA165818,9/22/2025,215-589-2215,887 Harleysville Pike,Lower Salford,PA,19438,,Mubashir
ALVARADO GUTTERS INC,PA173720,05/12/2026,215-767-6284,604 Westbourne rd,Harleysville,PA,19438,,Mubashir
amcl home improvements,PA098999,5/16/2026,267-664-7382,541 harleysville pike,Harleysville,PA,19438,,Mubashir
Andrew Hamaday Contractors,PA138663,07/05/2026,484-881-1779,159 Fairway Dr.,Harleysville,PA,19438,,Mubashir
B&T Landscaping Inc,PA027635,09/12/2025,215-256-0989,506 Creekview Drive,Harleysville,PA,19438,,Mubashir
Bart Messina,PA166804,08/02/2025,610-496-5182,551 Upper Mainland Rd.,Harleysville,PA,19438,,Mubashir
Behan Construction,PA188103,12/13/2025,215-694-1590,2022 old forty foot rd,Harleysville,PA,19438,,Mubashir
Behan Construction,PA188103,12/13/2025,215-694-1590,2022 old forty foot rd.,Harleysville,PA,19438,,Mubashir
"Betz Heating, cooling & water treatment",PA185625,8/26/2025,610-584-4402,908 saint claire lane,Harleysville,PA,19438,,Mubashir
Borro Enterprises,PA191310,04/08/2026,267-273-3028,315 Doe Run Rd,Harleysville,PA,19438,,Mubashir
Builder Pros Contractors,PA144594,08/08/2025,610-633-4297,368 Old Morris Rd,Harleysville,PA,19438,,Mubashir
C A Gallagher,PA162798,7/27/2025,215-272-5892,508 Main Street,Harleysville,PA,19438,,Mubashir
"C. J. Miller Vacuum Center, Inc.",PA001740,2/27/2026,215-256-1100,282 Main Street,Harleysville,PA,19438,,Mubashir
Cabin Homes LLC,PA153892,11/11/2026,215-896-0644,880 Cressman Rd,Harleysville,PA,19438,,Mubashir
Cantono Interiors,PA091001,4/29/2026,215-264-2586,366 Thatcher Circle,Harleysville,PA,19438,,Mubashir
"CAP Commercial Construction, LLC",PA196732,11/04/2026,267-625-5322,620 Quarry Road,Harleysville,PA,19438,,Mubashir
Cedars Construction Co. LLC,PA084773,2/28/2026,610-636-5749,2627 Hedrick Rd,Harleysville,PA,19438,,Mubashir
CHARLES A HECK,PA132545,9/18/2025,717-819-8533,2160 Old Forty Foot Rd,Harleysville,PA,19438,,Mubashir
Christoforetti Building Contractors llc,PA105590,06/01/2026,610-324-6687,690 Andrews Drive,Harleysville,PA,19438,,Mubashir
Cipriano Home Improvements,PA002135,5/30/2026,215-234-4837,2157 Old Skippack Road,Harleysville,PA,19438,,Mubashir
CJM Construction LLC,PA125309,12/05/2026,610-551-9922,2038 Piermont Way,Harleysville,PA,19438,,Mubashir
Clean Cut Renovations LLC,PA172256,3/23/2026,215-913-3829,104 Providence Court,Harleysville,PA,19438,,Mubashir
"Clemmer Carpentry, LLC",PA145329,4/14/2025,267-664-9561,262 Hunsberger Lane,Harleysville,PA,19438,,Mubashir
ClemmerElectric LLC,PA190403,03/11/2026,215-272-9967,465 Groffs Mill Road APT A,Harleysville,PA,19438,,Mubashir
CNServices,PA144054,11/12/2026,215-237-8908,2065 Old Skippack Rd,Harleysville,PA,19438,,Mubashir
Cooper Roofing Corporation,PA029092,7/24/2025,215-256-0266,476 Quarry Rd,Harleysville,PA,19438,,Mubashir
Cordrey Painting,PA067173,10/25/2025,610-952-6578,363 Indian Crest Way,Harleysville,PA,19438,,Mubashir
"Cork County Homes, LLC",PA049882,1/17/2026,215-513-9300,2188 Detwiler Road,Harleysville,PA,19438,,Mubashir
COWLEY CONSTRUCTION LLC,PA143051,9/17/2026,267-575-6734,275 PARK AVE,Harleysville,PA,19438,,Mubashir
"D Patterson Electric, LLC",PA168206,10/10/2025,215-460-3784,39 Saratoga Lane,Harleysville,PA,19438,,Mubashir
daniel zampirri carpentry,PA093398,8/26/2025,267-716-4462,2355 OLD FORTY FOOT RD,Harleysville,PA,19438,,Mubashir
"Daniel's Lawn and Garden Center, Inc.",PA013212,12/20/2025,610-287-1615,1457 Sumneytown Pike,Harleysville,PA,19438,,Mubashir
Daryl H. Clemmer Architectural Detailing,PA048074,10/20/2025,216-256-6437,294 Yoder Road,Harleysville,PA,19438,,Mubashir
David D. Landis Builder,PA040126,12/16/2026,215-256-6024,351 Old Morris Road,Harleysville,PA,19438,,Mubashir
DAVID'S LANDSCAPING SERVICES LLC,PA188527,01/05/2026,215-767-1625,319 MOYER ROAD,Harleysville,PA,19438,,Mubashir
Demolition EXP LLC,PA192826,5/30/2026,267-994-6606,1807 old forty foot rd,Harleysville,PA,19438,,Mubashir
"Dennis D. Gehman Custom Builder, Inc. dba Gehman Design Remodeling & Gehman Custom Remodeling",PA000297,7/19/2025,215-513-1280,355 Main Street,Harleysville,PA,19438,,Mubashir
Dennis Wilson Lawn Care,PA053562,6/18/2026,610-350-9857,2265 Kerr Rd,Harleysville,PA,19438,,Mubashir
DiArcangelo Contracting llc,PA077577,2/25/2027,610-636-8217,2008 legat lane,harleysville,PA,19438,,Mubashir
Doors & More Doors,PA007189,08/11/2025,215-234-0866,15 Kratz Road,Harleysville,PA,19438,,Mubashir
